outcome,label,re_level,subfield,journal,prevalence_estimate,prevalence_ci_lower,prevalence_ci_upper,trend_estimate,trend_ci_lower,trend_ci_upper,detectable,prevalence_category,trend_category,combined_category,prevalence_results,trend_results
Self-Report about Subjective Experience,Cognitive journal 5,journals,Cognitive,Cognitive journal 5,0.9363610397917669,0.8625269154111106,0.9847649049228042,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.94 95% CI [0.86, 0.98]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Developmental,subfields,Developmental,hypothetical typical journal,0.8067594734165111,0.6507515290851748,0.9293958252259359,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.81 95% CI [0.65, 0.93]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Developmental journal 1,journals,Developmental,Developmental journal 1,0.8183453311663085,0.7106467916435822,0.9275713862673967,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.82 95% CI [0.71, 0.93]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Developmental journal 2,journals,Developmental,Developmental journal 2,0.7926851380651903,0.6605317341852176,0.9010999531734949,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.79 95% CI [0.66, 0.90]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Developmental journal 3,journals,Developmental,Developmental journal 3,0.8197792734274557,0.7075464903247769,0.9310022980967645,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.82 95% CI [0.71, 0.93]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Developmental journal 4,journals,Developmental,Developmental journal 4,0.7602939112367157,0.5773812931555875,0.8821996308538953,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.76 95% CI [0.58, 0.88]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Developmental journal 5,journals,Developmental,Developmental journal 5,0.826035181801549,0.7134932479295242,0.936935886908571,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.83 95% CI [0.71, 0.94]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,General,subfields,General,hypothetical typical journal,0.8559977554008706,0.7284688521119622,0.9538820999731182,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.86 95% CI [0.73, 0.95]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,General journal 1,journals,General,General journal 1,0.8520423032931537,0.7366494730681293,0.9389039011916438,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.85 95% CI [0.74, 0.94]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,General journal 2,journals,General,General journal 2,0.8549963298471634,0.7475570717066434,0.9441701978384178,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.85 95% CI [0.75, 0.94]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,General journal 3,journals,General,General journal 3,0.8591961631622957,0.75443771948559335,0.9458501400304195,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.86 95% CI [0.75, 0.95]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,General journal 4,journals,General,General journal 4,0.8486436110446234,0.7308911859394783,0.9361530794204899,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.85 95% CI [0.73, 0.94]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,General journal 5,journals,General,General journal 5,0.8674524289888528,0.769412859078939,0.9544261626413166,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.87 95% CI [0.77, 0.95]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,I/O,subfields,I/O,hypothetical typical journal,0.6816545722714473,0.5070345373966892,0.86511674123815,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.68 95% CI [0.51, 0.87]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,I/O journal 1,journals,I/O,I/O journal 1,0.6942384863036799,0.5521008906123479,0.8437993376694737,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.69 95% CI [0.55, 0.84]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,I/O journal 2,journals,I/O,I/O journal 2,0.6704019413974417,0.5070886822990843,0.7982290812864018,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.67 95% CI [0.51, 0.80]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,I/O journal 3,journals,I/O,I/O journal 3,0.6919295545281556,0.5493276621217321,0.8373122410423955,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.69 95% CI [0.55, 0.84]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,I/O journal 4,journals,I/O,I/O journal 4,0.6423555637360036,0.4603813541705827,0.7860532511440718,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.64 95% CI [0.46, 0.79]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,I/O journal 5,journals,I/O,I/O journal 5,0.6952836115901021,0.5456990635010579,0.8366712131412707,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.70 95% CI [0.55, 0.84]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Social/Personality,subfields,Social/Personality,hypothetical typical journal,0.705638042871073,0.5271589892411184,0.8716821688072546,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.71 95% CI [0.53, 0.87]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Social/Personality journal 1,journals,Social/Personality,Social/Personality journal 1,0.6996995082625626,0.5431714533542995,0.826880270295441,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.70 95% CI [0.54, 0.83]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Social/Personality journal 2,journals,Social/Personality,Social/Personality journal 2,0.7376231094872386,0.6049408963200631,0.8912476378936866,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.74 95% CI [0.60, 0.89]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Social/Personality journal 3,journals,Social/Personality,Social/Personality journal 3,0.7078599130844835,0.5444766889902475,0.8301344572006839,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.71 95% CI [0.54, 0.83]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Social/Personality journal 4,journals,Social/Personality,Social/Personality journal 4,0.6776907966011021,0.5027622139374945,0.8076966599629668,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.68 95% CI [0.50, 0.81]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Subjective Experience,Social/Personality journal 5,journals,Social/Personality,Social/Personality journal 5,0.6886860977068336,0.5288193579725164,0.81958764679029,-0.0022808851969690403,-0.013889385638111134,0.008985887224910971,FALSE,Frequent,No trend detected,Frequent and No trend detected,"0.69 95% CI [0.53, 0.82]","-0.00 95% CI [-0.01, 0.01]"
Mixed Self-Report,Psychology,field,hypothetical typical subfield,hypothetical typical journal,0.10861011544567363,0.06787339833776211,0.16720811178195333,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.11 95% CI [0.07, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Clinical,subfields,Clinical,hypothetical typical journal,0.10544311398234424,0.039689469570638236,0.17686760434137236,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.11 95% CI [0.04, 0.18]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Clinical journal 1,journals,Clinical,Clinical journal 1,0.10220500997011989,0.0456510633866927,0.17115475134724498,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.05, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Clinical journal 2,journals,Clinical,Clinical journal 2,0.0978369567260966,0.0386111182416708,0.16193920741952428,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Clinical journal 3,journals,Clinical,Clinical journal 3,0.09611655316845547,0.03173859526961718,0.15618018737591707,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.03, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Clinical journal 4,journals,Clinical,Clinical journal 4,0.12083505955689833,0.05907351824546878,0.23978605086314195,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.06, 0.24]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Clinical journal 5,journals,Clinical,Clinical journal 5,0.10751218869837484,0.0433081760529911,0.1783631317678994,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.11 95% CI [0.04, 0.18]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Cognitive,subfields,Cognitive,hypothetical typical journal,0.12150437507175413,0.049153342381528534,0.2222683233817256,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.05, 0.22]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Cognitive journal 1,journals,Cognitive,Cognitive journal 1,0.12710400058033844,0.05909115629651768,0.22373813101464388,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.13 95% CI [0.06, 0.22]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Cognitive journal 2,journals,Cognitive,Cognitive journal 2,0.1345591301434243,0.06913238427337894,0.24824829309689608,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.13 95% CI [0.07, 0.25]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Cognitive journal 3,journals,Cognitive,Cognitive journal 3,0.12403887099574776,0.059465651757264565,0.21850776113385245,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.06, 0.22]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Cognitive journal 4,journals,Cognitive,Cognitive journal 4,0.11658412434489125,0.051939343123885984,0.20710919392654398,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.05, 0.21]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Cognitive journal 5,journals,Cognitive,Cognitive journal 5,0.12753892361045116,0.06383937698079137,0.22077488719200727,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.13 95% CI [0.06, 0.22]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Developmental,subfields,Developmental,hypothetical typical journal,0.09942043300001316,0.030330685276447406,0.16482094678300874,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.03, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Developmental journal 1,journals,Developmental,Developmental journal 1,0.1015825797570096,0.04262402263197515,0.16804505986133694,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Developmental journal 2,journals,Developmental,Developmental journal 2,0.10195323795181538,0.043814763964886,0.1725671199665081,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Developmental journal 3,journals,Developmental,Developmental journal 3,0.10117118765164518,0.04050765550917522,0.16581274933639514,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Developmental journal 4,journals,Developmental,Developmental journal 4,0.09585643698911875,0.03713178985816214,0.15595112338090028,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Developmental journal 5,journals,Developmental,Developmental journal 5,0.09308391561693044,0.028951738657626097,0.1467857975551614,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.15]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,General,subfields,General,hypothetical typical journal,0.09461436576416246,0.030637279585810386,0.15917679942456986,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,General journal 1,journals,General,General journal 1,0.09295316246630894,0.03824958193625002,0.15710351930303743,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,General journal 2,journals,General,General journal 2,0.08833574701996177,0.026955074272910936,0.1442219742618356,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.14]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,General journal 3,journals,General,General journal 3,0.098681206732937607,0.0385689553334915,0.16758380420564928,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,General journal 4,journals,General,General journal 4,0.09170440652558612,0.03615180372629529,0.1542909682407909,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.04, 0.15]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,General journal 5,journals,General,General journal 5,0.09044377122027689,0.03145404389347833,0.150688568882403,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.15]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,I/O,subfields,I/O,hypothetical typical journal,0.09903902128205469,0.03712722192380032,0.16925246488923407,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,I/O journal 1,journals,I/O,I/O journal 1,0.09701995671916558,0.041152920548407364,0.16613259152279047,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,I/O journal 2,journals,I/O,I/O journal 2,0.09688170380601735,0.04067806860472587,0.15986900412697036,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,I/O journal 3,journals,I/O,I/O journal 3,0.10049581269734247,0.04345442861631996,0.17058440217258597,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,I/O journal 4,journals,I/O,I/O journal 4,0.09492504840763573,0.04200149167100376,0.16101035873851696,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,I/O journal 5,journals,I/O,I/O journal 5,0.10075009837656457,0.045053910701590816,0.17680874492921123,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.05, 0.18]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Social/Personality,subfields,Social/Personality,hypothetical typical journal,0.10079083762062185,0.03874880954293668,0.17291996229515705,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Social/Personality journal 1,journals,Social/Personality,Social/Personality journal 1,0.1042024993758305,0.04294390191153156,0.18167342916802615,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.18]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Social/Personality journal 2,journals,Social/Personality,Social/Personality journal 2,0.09988632947618956,0.041034734017664956,0.1649454065433277,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Social/Personality journal 3,journals,Social/Personality,Social/Personality journal 3,0.10032409626658972,0.03704880637355104,0.16320428199020917,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Social/Personality journal 4,journals,Social/Personality,Social/Personality journal 4,0.10257506532248782,0.04455472365268168,0.16940426082830792,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.02, 0.01]"
Mixed Self-Report,Social/Personality journal 5,journals,Social/Personality,Social/Personality journal 5,0.09843433250373579,0.04169660759228608,0.16275624116461576,-0.0018005382104201674,-0.016760136939026754,0.012580234947568145,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.16]","-0.00 95% CI [-0.02, 0.01]"
Self-Report about Behavior,Psychology,field,hypothetical typical subfield,hypothetical typical journal,0.10082050741058725,0.05608250320700231,0.16009568896380702,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.06, 0.16]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Clinical,subfields,Clinical,hypothetical typical journal,0.08867662958226372,0.03135513215482743,0.15313453735378638,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.15]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Clinical journal 1,journals,Clinical,Clinical journal 1,0.09225472910182897,0.0344935541858469,0.15977734386869288,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.16]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Clinical journal 2,journals,Clinical,Clinical journal 2,0.08631489607040685,0.030311193894598326,0.14683646164708278,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.15]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Clinical journal 3,journals,Clinical,Clinical journal 3,0.08726825140831504,0.030691558759346774,0.1448693768865377,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.14]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Clinical journal 4,journals,Clinical,Clinical journal 4,0.0823010762922261,0.026227322582496482,0.1384811170981219,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.03, 0.14]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Clinical journal 5,journals,Clinical,Clinical journal 5,0.08994157497850981,0.03623886158150806,0.15571792065228993,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.04, 0.16]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Cognitive,subfields,Cognitive,hypothetical typical journal,0.1030532996827758,0.03920641175223108,0.18257930149248147,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.04, 0.18]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Cognitive journal 1,journals,Cognitive,Cognitive journal 1,0.10468714659050922,0.04759959360670144,0.18041703735046577,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.05, 0.18]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Cognitive journal 2,journals,Cognitive,Cognitive journal 2,0.10388221340878226,0.04778064881659235,0.18151597584086113,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.05, 0.18]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Cognitive journal 3,journals,Cognitive,Cognitive journal 3,0.09981469456845703,0.038552023145972746,0.17146539584514844,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.17]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Cognitive journal 4,journals,Cognitive,Cognitive journal 4,0.10427059355882101,0.050425341601291314,0.1846067353210822,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.05, 0.18]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Cognitive journal 5,journals,Cognitive,Cognitive journal 5,0.10441784850284475,0.04818759117420749,0.18400011283171774,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.10 95% CI [0.05, 0.18]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Developmental,subfields,Developmental,hypothetical typical journal,0.113980509235665,0.04470287930357926,0.21015520295883197,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.11 95% CI [0.04, 0.21]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Developmental journal 1,journals,Developmental,Developmental journal 1,0.1195586299581136,0.055253544095398545,0.2104542666611318,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.06, 0.21]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Developmental journal 2,journals,Developmental,Developmental journal 2,0.11945872695464133,0.057362028006507915,0.21393718751150415,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.06, 0.21]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Developmental journal 3,journals,Developmental,Developmental journal 3,0.11913406198136278,0.051677341273093515,0.21242663895768812,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.05, 0.21]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Developmental journal 4,journals,Developmental,Developmental journal 4,0.1222504987423361,0.05579564874843911,0.21911894787704525,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.12 95% CI [0.06, 0.22]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,Developmental journal 5,journals,Developmental,Developmental journal 5,0.1064709053534952,0.03747911586792722,0.18734557570680424,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Occasional,No trend detected,Occasional and No trend detected,"0.11 95% CI [0.04, 0.19]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,General,subfields,General,hypothetical typical journal,0.08638716532302854,0.029948122602090555,0.15348497927171062,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.09 95% CI [0.03, 0.15]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,General journal 1,journals,General,General journal 1,0.08478068540159486,0.02868377441153849,0.1438002921374855,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.03, 0.14]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,General journal 2,journals,General,General journal 2,0.09523135762458043,0.03653602090979441,0.1774697471819605,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.10 95% CI [0.04, 0.18]","-0.00 95% CI [-0.01, 0.01]"
Self-Report about Behavior,General journal 3,journals,General,General journal 3,0.08066068573668311,0.02402059710494706,0.13674281513201306,-0.0021469068261787743,-0.012821183781625342,0.00846823583510317,FALSE,Uncommon,No trend detected,Uncommon and No trend detected,"0.08 95% CI [0.02, 0.14]","-0.00 95% CI [-0.01, 0.01]"
